,板块,A股代码,证券简称,上市日期,总股本,流通股本,所属行业,B股代码,交易所
2412,创业板,300960,通业科技,2021-03-29,"102,385,812","25,600,000",C 制造业,,深交所
2413,创业板,300961,深水海纳,2021-03-30,"177,280,000","122,960,469",N 公共环保,,深交所
2414,创业板,300962,中金辐照,2021-04-09,"264,001,897","120,901,959",C 制造业,,深交所
2415,创业板,300963,中洲特材,2021-04-09,"234,000,000","104,029,088",C 制造业,,深交所
2416,创业板,300964,本川智能,2021-08-05,"77,298,284","32,909,034",C 制造业,,深交所
2417,创业板,300965,恒宇信通,2021-04-02,"60,000,000","16,428,750",C 制造业,,深交所
2418,创业板,300966,共同药业,2021-04-09,"115,277,518","59,086,543",C 制造业,,深交所
2419,创业板,300967,晓鸣股份,2021-04-13,"189,498,611","104,528,929",A 农林牧渔,,深交所
2420,创业板,300968,格林精密,2021-04-15,"413,380,000","173,125,748",C 制造业,,深交所
2421,创业板,300969,恒帅股份,2021-04-12,"80,000,000","20,000,000",C 制造业,,深交所
2422,创业板,300970,华绿生物,2021-04-12,"116,700,000","68,264,496",A 农林牧渔,,深交所
2423,创业板,300971,博亚精工,2021-04-15,"84,000,000","54,654,125",C 制造业,,深交所
2424,创业板,300972,万辰生物,2021-04-19,"153,500,000","74,816,000",A 农林牧渔,,深交所
2425,创业板,300973,立高食品,2021-04-15,"169,340,096","71,045,396",C 制造业,,深交所
2426,创业板,300975,商络电子,2021-04-21,"630,206,931","323,900,931",F 批发零售,,深交所
2427,创业板,300976,达瑞电子,2021-04-19,"94,451,400","37,250,714",C 制造业,,深交所
2428,创业板,300977,深圳瑞捷,2021-04-20,"152,766,542","38,775,918",M 科研服务,,深交所
2429,创业板,300978,东箭科技,2021-04-26,"422,702,739","131,876,245",C 制造业,,深交所
2430,创业板,300979,华利集团,2021-04-26,"1,167,000,000","146,077,350",C 制造业,,深交所
2431,创业板,300980,祥源新材,2021-04-21,"108,333,234","51,012,084",C 制造业,,深交所
2432,创业板,300981,中红医疗,2021-04-27,"390,007,800","122,848,050",C 制造业,,深交所
2433,创业板,300982,苏文电能,2021-04-27,"205,766,034","79,436,394",E 建筑业,,深交所
2434,创业板,300983,尤安设计,2021-04-20,"128,000,000","32,000,000",M 科研服务,,深交所
2435,创业板,300984,金沃股份,2021-06-18,"76,800,290","29,722,082",C 制造业,,深交所
2436,创业板,300985,致远新能,2021-04-29,"133,333,400","36,333,400",C 制造业,,深交所
2437,创业板,300986,志特新材,2021-04-30,"246,371,152","105,480,761",C 制造业,,深交所
2438,创业板,300987,川网传媒,2021-05-11,"173,368,000","95,368,000",I 信息技术,,深交所
2439,创业板,300988,津荣天宇,2021-05-12,"140,297,357","57,748,997",C 制造业,,深交所
2440,创业板,300989,蕾奥规划,2021-05-07,"162,891,000","40,500,000",M 科研服务,,深交所
2441,创业板,300990,同飞股份,2021-05-12,"168,480,000","42,120,000",C 制造业,,深交所
2442,创业板,300991,创益通,2021-05-20,"144,000,000","65,376,000",C 制造业,,深交所
2443,创业板,300992,泰福泵业,2021-05-25,"90,800,114","43,547,739",C 制造业,,深交所
2444,创业板,300993,玉马遮阳,2021-05-24,"308,131,200","99,461,700",C 制造业,,深交所
2445,创业板,300994,久祺股份,2021-08-12,"233,088,000","77,856,000",C 制造业,,深交所
2446,创业板,300995,奇德新材,2021-05-26,"84,160,000","29,110,000",C 制造业,,深交所
2447,创业板,300996,普联软件,2021-06-03,"201,284,599","119,198,121",I 信息技术,,深交所
2448,创业板,300997,欢乐家,2021-06-02,"450,000,000","90,000,000",C 制造业,,深交所
2449,创业板,300998,宁波方正,2021-06-02,"137,169,230","34,998,144",C 制造业,,深交所
2450,创业板,300999,金龙鱼,2020-10-15,"5,421,591,536","542,647,097",C 制造业,,深交所
2451,创业板,301000,肇民科技,2021-05-28,"172,800,540","69,120,540",C 制造业,,深交所
2452,创业板,301001,凯淳股份,2021-05-28,"80,000,000","34,400,000",I 信息技术,,深交所
2453,创业板,301002,崧盛股份,2021-06-07,"122,876,229","58,250,798",C 制造业,,深交所
2454,创业板,301003,江苏博云,2021-06-01,"99,053,333","67,556,887",C 制造业,,深交所
2455,创业板,301004,嘉益股份,2021-06-25,"104,000,000","25,000,000",C 制造业,,深交所
2456,创业板,301005,超捷股份,2021-06-01,"104,163,325","44,333,030",C 制造业,,深交所
2457,创业板,301006,迈拓股份,2021-06-07,"139,280,000","64,068,625",C 制造业,,深交所
2458,创业板,301007,德迈仕,2021-06-16,"153,340,000","123,607,750",C 制造业,,深交所
2459,创业板,301008,宏昌科技,2021-06-11,"80,000,000","24,644,000",C 制造业,,深交所
2460,创业板,301009,可靠股份,2021-06-17,"271,860,000","97,597,585",C 制造业,,深交所
2461,创业板,301010,晶雪节能,2021-06-18,"108,000,000","50,661,720",C 制造业,,深交所
2462,创业板,301011,华立科技,2021-06-17,"146,692,000","78,261,788",C 制造业,,深交所
2463,创业板,301012,扬电科技,2021-06-22,"142,490,190","75,180,000",C 制造业,,深交所
2464,创业板,301013,利和兴,2021-06-29,"233,743,056","166,392,174",C 制造业,,深交所
2465,创业板,301015,百洋医药,2021-06-30,"525,100,000","118,375,000",F 批发零售,,深交所
2466,创业板,301016,雷尔伟,2021-06-30,"120,000,000","30,000,000",C 制造业,,深交所
2467,创业板,301017,漱玉平民,2021-07-05,"405,340,275","109,300,275",F 批发零售,,深交所
2468,创业板,301018,申菱环境,2021-07-07,"265,942,012","88,407,988",C 制造业,,深交所
2469,创业板,301019,宁波色母,2021-06-28,"120,000,000","57,437,160",C 制造业,,深交所
2470,创业板,301020,密封科技,2021-07-06,"146,400,000","72,921,840",C 制造业,,深交所
2471,创业板,301021,英诺激光,2021-07-06,"151,511,482","69,961,482",C 制造业,,深交所
2472,创业板,301022,海泰科,2021-07-02,"83,200,000","40,528,933",C 制造业,,深交所
2473,创业板,301023,江南奕帆,2021-07-07,"56,000,250","23,815,918",C 制造业,,深交所
2474,创业板,301024,霍普股份,2021-07-28,"63,585,000","17,737,500",M 科研服务,,深交所
2475,创业板,301025,读客文化,2021-07-19,"400,309,400","99,204,469",R 文化传播,,深交所
2476,创业板,301026,浩通科技,2021-07-16,"113,333,334","57,234,584",C 制造业,,深交所
2477,创业板,301027,华蓝集团,2021-07-15,"148,291,400","100,527,900",M 科研服务,,深交所
2478,创业板,301028,东亚机械,2021-07-20,"378,912,000","108,093,200",C 制造业,,深交所
2479,创业板,301029,怡合达,2021-07-23,"577,811,520","297,949,291",C 制造业,,深交所
2480,创业板,301030,仕净科技,2021-07-22,"143,646,622","104,663,059",C 制造业,,深交所
2481,创业板,301031,中熔电气,2021-07-15,"66,277,427","36,501,798",C 制造业,,深交所
2482,创业板,301032,新柴股份,2021-07-22,"241,133,400","82,587,150",C 制造业,,深交所
2483,创业板,301033,迈普医学,2021-07-26,"66,062,951","37,551,070",C 制造业,,深交所
2484,创业板,301035,润丰股份,2021-07-28,"277,115,744","87,851,742",C 制造业,,深交所
2485,创业板,301036,双乐股份,2021-07-29,"100,000,000","40,331,562",C 制造业,,深交所
2486,创业板,301037,保立佳,2021-07-30,"100,107,819","28,254,825",C 制造业,,深交所
2487,创业板,301038,深水规院,2021-08-04,"171,600,000","49,335,000",M 科研服务,,深交所
2488,创业板,301039,中集车辆,2021-07-08,"1,453,680,000","725,236,525",C 制造业,,深交所
2489,创业板,301040,中环海陆,2021-08-03,"100,000,406","69,568,356",C 制造业,,深交所
2490,创业板,301041,金百泽,2021-08-11,"106,680,000","61,497,018",C 制造业,,深交所
2491,创业板,301042,安联锐视,2021-08-05,"69,359,759","42,293,009",C 制造业,,深交所
2492,创业板,301043,绿岛风,2021-08-11,"68,000,000","18,000,000",C 制造业,,深交所
2493,创业板,301045,天禄科技,2021-08-13,"103,154,344","55,320,611",C 制造业,,深交所
2494,创业板,301046,能辉科技,2021-08-17,"149,690,000","58,991,900",M 科研服务,,深交所
2495,创业板,301047,义翘神州,2021-08-16,"129,200,000","58,463,410",M 科研服务,,深交所
2496,创业板,301048,金鹰重工,2021-08-18,"533,333,400","133,333,400",C 制造业,,深交所
2497,创业板,301049,超越科技,2021-08-24,"94,253,334","25,684,034",N 公共环保,,深交所
2498,创业板,301050,雷电微力,2021-08-24,"174,240,000","133,939,685",C 制造业,,深交所
2499,创业板,301051,信濠光电,2021-08-27,"120,000,000","65,990,250",C 制造业,,深交所
2500,创业板,301052,果麦文化,2021-08-30,"72,759,940","54,702,240",R 文化传播,,深交所
2501,创业板,301053,远信工业,2021-09-01,"81,752,500","23,264,948",C 制造业,,深交所
2502,创业板,301055,张小泉,2021-09-06,"156,000,000","58,450,000",C 制造业,,深交所
2503,创业板,301056,森赫股份,2021-09-07,"266,786,667","66,696,667",C 制造业,,深交所
2504,创业板,301057,汇隆新材,2021-09-09,"117,450,438","44,320,000",C 制造业,,深交所
2505,创业板,301058,中粮科工,2021-09-09,"512,274,245","203,413,600",M 科研服务,,深交所
2506,创业板,301059,金三江,2021-09-13,"231,154,000","66,064,563",C 制造业,,深交所
2507,创业板,301060,兰卫医学,2021-09-13,"400,517,000","179,789,432",Q 卫生,,深交所
2508,创业板,301061,匠心家居,2021-09-13,"128,000,000","32,000,000",C 制造业,,深交所
2509,创业板,301062,上海艾录,2021-09-14,"400,391,800","239,316,166",C 制造业,,深交所
2510,创业板,301063,海锅股份,2021-09-24,"104,360,724","41,013,000",C 制造业,,深交所
2511,创业板,301065,本立科技,2021-09-14,"106,020,000","45,625,350",C 制造业,,深交所
2512,创业板,301066,万事利,2021-09-22,"188,352,192","72,037,080",C 制造业,,深交所
2513,创业板,301067,显盈科技,2021-09-22,"97,236,000","45,201,150",C 制造业,,深交所
2514,创业板,301068,大地海洋,2021-09-28,"84,000,000","39,646,093",C 制造业,,深交所
2515,创业板,301069,凯盛新材,2021-09-27,"420,640,000","140,440,000",C 制造业,,深交所
2516,创业板,301070,开勒股份,2021-09-23,"64,555,200","35,045,880",C 制造业,,深交所
2517,创业板,301071,力量钻石,2021-09-24,"260,272,313","131,315,817",C 制造业,,深交所
2518,创业板,301072,中捷精工,2021-09-29,"105,054,800","33,354,800",C 制造业,,深交所
2519,创业板,301073,君亭酒店,2021-09-30,"194,451,046","85,161,168",H 住宿餐饮,,深交所
2520,创业板,301075,多瑞医药,2021-09-29,"80,000,000","27,423,729",C 制造业,,深交所
2521,创业板,301076,新瀚新材,2021-10-11,"134,524,000","69,328,025",C 制造业,,深交所
2522,创业板,301077,星华新材,2021-09-30,"120,000,000","42,870,002",C 制造业,,深交所
2523,创业板,301078,孩子王,2021-10-14,"1,112,044,500","616,051,292",F 批发零售,,深交所
2524,创业板,301079,邵阳液压,2021-10-19,"110,364,584","58,347,866",C 制造业,,深交所
2525,创业板,301080,百普赛斯,2021-10-18,"120,000,000","62,845,130",M 科研服务,,深交所
2526,创业板,301081,严牌股份,2021-10-20,"204,804,000","84,384,000",C 制造业,,深交所
2527,创业板,301082,久盛电气,2021-10-27,"161,649,410","65,993,604",C 制造业,,深交所
2528,创业板,301083,百胜智能,2021-10-21,"177,866,667","54,182,434",C 制造业,,深交所
2529,创业板,301085,亚康股份,2021-10-18,"80,000,000","32,608,503",F 批发零售,,深交所
2530,创业板,301086,鸿富瀚,2021-10-20,"90,000,000","32,496,750",C 制造业,,深交所
2531,创业板,301087,可孚医疗,2021-10-25,"208,487,500","88,356,382",C 制造业,,深交所
2532,创业板,301088,戎美股份,2021-10-28,"228,000,000","55,890,592",F 批发零售,,深交所
2533,创业板,301089,拓新药业,2021-10-27,"126,000,000","78,344,292",C 制造业,,深交所
2534,创业板,301090,华润材料,2021-10-26,"1,486,358,853","221,904,983",C 制造业,,深交所
2535,创业板,301091,深城交,2021-10-29,"312,000,000","145,542,300",M 科研服务,,深交所
2536,创业板,301092,争光股份,2021-11-02,"133,693,484","42,855,884",C 制造业,,深交所
2537,创业板,301093,华兰股份,2021-11-01,"135,786,667","96,688,821",C 制造业,,深交所
2538,创业板,301095,广立微,2022-08-05,"200,000,000","74,348,961",I 信息技术,,深交所
2539,创业板,301096,百诚医药,2021-12-20,"108,166,667","68,566,667",M 科研服务,,深交所
2540,创业板,301097,天益医疗,2022-04-07,"58,947,368","18,347,368",C 制造业,,深交所
2541,创业板,301098,金埔园林,2021-11-12,"158,400,000","107,973,639",E 建筑业,,深交所
2542,创业板,301099,雅创电子,2021-11-22,"80,000,000","28,301,300",F 批发零售,,深交所
2543,创业板,301100,风光股份,2021-12-17,"200,000,000","50,000,000",C 制造业,,深交所
2544,创业板,301101,明月镜片,2021-12-16,"201,512,100","71,468,100",C 制造业,,深交所
2545,创业板,301102,兆讯传媒,2022-03-28,"290,000,000","71,136,535",L 商务服务,,深交所
2546,创业板,301103,何氏眼科,2022-03-22,"158,026,471","83,090,131",Q 卫生,,深交所
2547,创业板,301105,鸿铭股份,2022-12-30,"50,000,000","12,500,000",C 制造业,,深交所
2548,创业板,301106,骏成科技,2022-01-28,"72,586,668","20,846,667",C 制造业,,深交所
2549,创业板,301107,瑜欣电子,2022-05-24,"73,400,000","20,907,400",C 制造业,,深交所
2550,创业板,301108,洁雅股份,2021-12-03,"81,209,818","35,069,208",C 制造业,,深交所
2551,创业板,301109,军信股份,2022-04-13,"410,010,000","101,100,347",N 公共环保,,深交所
2552,创业板,301110,青木股份,2022-03-11,"66,666,667","27,229,401",I 信息技术,,深交所
2553,创业板,301111,粤万年青,2021-12-07,"160,000,000","70,138,480",C 制造业,,深交所
2554,创业板,301112,信邦智能,2022-06-29,"110,266,600","36,256,909",C 制造业,,深交所
2555,创业板,301113,雅艺科技,2021-12-22,"70,000,000","18,484,525",C 制造业,,深交所
2556,创业板,301115,建科股份,2022-08-31,"185,385,000","93,293,012",M 科研服务,,深交所
2557,创业板,301116,益客食品,2022-01-18,"448,979,593","116,498,567",C 制造业,,深交所
2558,创业板,301117,佳缘科技,2022-01-17,"92,263,300","42,934,293",I 信息技术,,深交所
2559,创业板,301118,恒光股份,2021-11-18,"106,670,000","53,449,313",C 制造业,,深交所
2560,创业板,301119,正强股份,2021-11-22,"104,000,000","27,300,000",C 制造业,,深交所
2561,创业板,301120,新特电气,2022-04-19,"371,441,055","144,461,452",C 制造业,,深交所
2562,创业板,301121,紫建电子,2022-08-08,"70,803,184","29,561,830",C 制造业,,深交所
2563,创业板,301122,采纳股份,2022-01-26,"122,245,658","44,245,658",C 制造业,,深交所
2564,创业板,301123,奕东电子,2022-01-25,"233,600,000","76,416,213",C 制造业,,深交所
2565,创业板,301125,腾亚精工,2022-06-08,"101,360,000","42,227,500",C 制造业,,深交所
2566,创业板,301126,达嘉维康,2021-12-07,"206,505,700","108,819,214",F 批发零售,,深交所
2567,创业板,301127,天源环保,2021-12-30,"420,230,800","247,202,256",N 公共环保,,深交所
2568,创业板,301128,强瑞技术,2021-11-10,"73,886,622","27,256,749",C 制造业,,深交所
2569,创业板,301129,瑞纳智能,2021-11-02,"133,902,000","36,202,500",C 制造业,,深交所
2570,创业板,301130,西点药业,2022-02-23,"80,803,943","58,028,134",C 制造业,,深交所
2571,创业板,301131,聚赛龙,2022-03-14,"47,780,000","23,074,208",C 制造业,,深交所
2572,创业板,301132,满坤科技,2022-08-10,"147,470,000","43,005,500",C 制造业,,深交所
2573,创业板,301133,金钟股份,2021-11-26,"106,096,616","30,500,116",C 制造业,,深交所
2574,创业板,301135,瑞德智能,2022-04-12,"102,569,500","49,457,000",C 制造业,,深交所
2575,创业板,301136,招标股份,2022-01-11,"275,204,820","103,889,820",M 科研服务,,深交所
2576,创业板,301137,哈焊华通,2022-03-22,"181,813,400","45,453,400",C 制造业,,深交所
2577,创业板,301138,华研精机,2021-12-15,"120,000,000","30,000,000",C 制造业,,深交所
2578,创业板,301139,元道通信,2022-07-08,"121,580,800","67,985,800",I 信息技术,,深交所
2579,创业板,301141,中科磁业,2023-04-03,"88,594,718","20,271,534",C 制造业,,深交所
2580,创业板,301148,嘉戎技术,2022-04-21,"116,497,080","38,097,080",N 公共环保,,深交所
2581,创业板,301149,隆华新材,2021-11-10,"430,000,018","185,161,419",C 制造业,,深交所
2582,创业板,301150,中一科技,2022-04-21,"131,326,990","67,990,503",C 制造业,,深交所
2583,创业板,301151,冠龙节能,2022-04-11,"167,674,290","54,567,429",C 制造业,,深交所
2584,创业板,301152,天力锂能,2022-08-29,"121,982,307","72,994,807",C 制造业,,深交所
2585,创业板,301153,中科江南,2022-05-18,"194,400,000","114,371,460",I 信息技术,,深交所
2586,创业板,301155,海力风电,2021-11-24,"217,391,478","88,809,282",C 制造业,,深交所
2587,创业板,301156,美农生物,2022-06-17,"112,000,000","47,034,061",C 制造业,,深交所
2588,创业板,301157,华塑科技,2023-03-09,"60,000,000","15,000,000",C 制造业,,深交所
2589,创业板,301158,德石股份,2022-01-17,"150,370,510","77,116,908",C 制造业,,深交所
2590,创业板,301159,三维天地,2022-01-07,"77,350,000","31,214,763",I 信息技术,,深交所
2591,创业板,301160,翔楼新材,2022-06-06,"74,666,667","41,432,667",C 制造业,,深交所
2592,创业板,301161,唯万密封,2022-09-14,"120,000,000","53,328,000",C 制造业,,深交所
2593,创业板,301162,国能日新,2022-04-29,"99,249,682","60,559,915",I 信息技术,,深交所
2594,创业板,301163,宏德股份,2022-04-19,"81,600,000","26,816,683",C 制造业,,深交所
2595,创业板,301165,锐捷网络,2022-11-21,"568,181,818","61,442,418",C 制造业,,深交所
2596,创业板,301166,优宁维,2021-12-28,"86,666,668","41,268,868",F 批发零售,,深交所
2597,创业板,301167,建研设计,2021-12-06,"112,000,000","65,129,509",M 科研服务,,深交所
2598,创业板,301168,通灵股份,2021-12-10,"120,000,000","49,308,900",C 制造业,,深交所
2599,创业板,301169,零点有数,2021-11-03,"72,239,774","28,122,128",L 商务服务,,深交所
2600,创业板,301170,锡南科技,2023-06-27,"100,000,000","23,709,454",C 制造业,,深交所
2601,创业板,301171,易点天下,2022-08-19,"471,885,905","308,775,025",I 信息技术,,深交所
2602,创业板,301172,君逸数码,2023-07-26,"123,200,000","29,243,369",I 信息技术,,深交所
2603,创业板,301175,中科环保,2022-07-08,"1,471,880,000","617,174,100",N 公共环保,,深交所
2604,创业板,301176,逸豪新材,2022-09-28,"169,066,667","40,654,440",C 制造业,,深交所
2605,创业板,301177,迪阿股份,2021-12-15,"400,010,000","40,010,000",F 批发零售,,深交所
2606,创业板,301178,天亿马,2021-11-12,"65,956,800","43,598,856",I 信息技术,,深交所
2607,创业板,301179,泽宇智能,2021-12-08,"237,600,000","59,400,000",I 信息技术,,深交所
2608,创业板,301180,万祥科技,2021-11-16,"400,010,000","57,866,002",C 制造业,,深交所
2609,创业板,301181,标榜股份,2022-02-21,"117,000,000","39,000,000",C 制造业,,深交所
2610,创业板,301182,凯旺科技,2021-12-23,"95,821,700","35,971,700",C 制造业,,深交所
2611,创业板,301183,东田微,2022-05-24,"80,000,000","46,088,000",C 制造业,,深交所
2612,创业板,301185,鸥玛软件,2021-11-19,"153,417,600","86,109,473",I 信息技术,,深交所
2613,创业板,301186,超达装备,2021-12-23,"72,758,822","21,600,734",C 制造业,,深交所
2614,创业板,301187,欧圣电气,2022-04-22,"182,607,661","47,874,222",C 制造业,,深交所
2615,创业板,301188,力诺特玻,2021-11-11,"232,410,000","150,761,407",C 制造业,,深交所
2616,创业板,301189,奥尼电子,2021-12-28,"114,896,465","41,176,465",C 制造业,,深交所
2617,创业板,301190,善水科技,2021-12-24,"214,636,500","71,046,900",C 制造业,,深交所
2618,创业板,301191,菲菱科思,2022-05-26,"69,342,000","21,796,645",C 制造业,,深交所
2619,创业板,301192,泰祥股份,2022-08-11,"99,900,000","47,868,750",C 制造业,,深交所
2620,创业板,301193,家联科技,2021-12-09,"192,000,000","91,200,000",C 制造业,,深交所
2621,创业板,301195,北路智控,2022-08-01,"131,521,740","38,256,435",I 信息技术,,深交所
2622,创业板,301196,唯科科技,2022-01-11,"124,800,000","37,368,750",C 制造业,,深交所
2623,创业板,301197,工大科雅,2022-08-08,"120,540,000","59,508,000",I 信息技术,,深交所
2624,创业板,301198,喜悦智行,2021-12-02,"169,000,000","77,841,400",C 制造业,,深交所
2625,创业板,301199,迈赫股份,2021-12-07,"133,340,000","46,715,000",C 制造业,,深交所
2626,创业板,301200,大族数控,2022-02-28,"420,000,000","42,000,000",C 制造业,,深交所
2627,创业板,301201,诚达药业,2022-01-20,"154,713,824","83,993,824",C 制造业,,深交所
2628,创业板,301202,朗威股份,2023-07-05,"136,400,000","32,310,140",C 制造业,,深交所
2629,创业板,301203,国泰环保,2023-04-04,"80,000,000","18,911,994",N 公共环保,,深交所
2630,创业板,301205,联特科技,2022-09-13,"129,744,000","32,436,000",C 制造业,,深交所
2631,创业板,301206,三元生物,2022-02-10,"202,325,700","103,439,325",C 制造业,,深交所
2632,创业板,301207,华兰疫苗,2022-02-18,"600,015,000","141,013,988",C 制造业,,深交所
2633,创业板,301208,中亦科技,2022-07-07,"100,000,050","35,443,800",I 信息技术,,深交所
2634,创业板,301209,联合化学,2022-08-25,"80,000,000","24,500,000",C 制造业,,深交所
2635,创业板,301210,金杨股份,2023-06-30,"82,456,356","16,436,172",C 制造业,,深交所
2636,创业板,301211,亨迪药业,2021-12-22,"288,000,000","70,921,103",C 制造业,,深交所
2637,创业板,301212,联盛化学,2022-04-19,"108,000,000","27,000,000",C 制造业,,深交所
2638,创业板,301213,观想科技,2021-12-06,"79,999,999","28,756,399",I 信息技术,,深交所
2639,创业板,301215,中汽股份,2022-03-08,"1,322,400,000","767,400,000",M 科研服务,,深交所
2640,创业板,301216,万凯新材,2022-03-29,"515,093,100","279,915,597",C 制造业,,深交所
2641,创业板,301217,铜冠铜箔,2022-01-27,"829,015,544","229,015,544",C 制造业,,深交所
2642,创业板,301218,华是科技,2022-03-07,"114,040,000","56,040,468",I 信息技术,,深交所
2643,创业板,301219,腾远钴业,2022-03-17,"294,717,182","167,883,676",C 制造业,,深交所
2644,创业板,301220,亚香股份,2022-06-22,"80,800,000","42,152,331",C 制造业,,深交所
2645,创业板,301221,光庭信息,2021-12-22,"92,622,300","43,506,800",I 信息技术,,深交所
2646,创业板,301222,浙江恒威,2022-03-09,"101,333,400","29,183,400",C 制造业,,深交所
2647,创业板,301223,中荣股份,2022-10-26,"193,127,560","48,300,000",C 制造业,,深交所
2648,创业板,301225,恒勃股份,2023-06-16,"103,380,000","23,639,255",C 制造业,,深交所
2649,创业板,301226,祥明智能,2022-03-25,"108,800,000","49,079,864",C 制造业,,深交所
2650,创业板,301227,森鹰窗业,2022-09-26,"94,800,000","22,189,674",C 制造业,,深交所
2651,创业板,301228,实朴检测,2022-01-28,"120,000,000","54,864,980",M 科研服务,,深交所
2652,创业板,301229,纽泰格,2022-02-22,"80,000,000","33,336,641",C 制造业,,深交所
2653,创业板,301230,泓博医药,2022-11-01,"107,622,666","24,255,000",M 科研服务,,深交所
2654,创业板,301231,荣信文化,2022-09-08,"84,400,000","53,900,000",R 文化传播,,深交所
2655,创业板,301232,飞沃科技,2023-06-15,"53,687,391","12,772,998",C 制造业,,深交所
2656,创业板,301233,盛帮股份,2022-07-06,"51,470,000","18,330,300",C 制造业,,深交所
2657,创业板,301234,五洲医疗,2022-07-05,"68,000,000","18,428,000",C 制造业,,深交所
2658,创业板,301235,华康医疗,2022-01-28,"105,600,000","50,494,900",M 科研服务,,深交所
2659,创业板,301236,软通动力,2022-03-15,"952,941,177","680,315,389",I 信息技术,,深交所
2660,创业板,301237,和顺科技,2022-03-23,"80,000,000","37,644,982",C 制造业,,深交所
2661,创业板,301238,瑞泰新材,2022-06-17,"733,333,300","213,333,300",C 制造业,,深交所
2662,创业板,301239,普瑞眼科,2022-07-05,"149,619,048","70,789,463",Q 卫生,,深交所
2663,创业板,301246,宏源药业,2023-03-20,"400,006,800","47,257,200",C 制造业,,深交所
2664,创业板,301248,杰创智能,2022-04-20,"153,705,000","98,887,500",I 信息技术,,深交所
2665,创业板,301251,威尔高,2023-09-06,"134,621,760","31,919,659",C 制造业,,深交所
2666,创业板,301252,同星科技,2023-05-25,"80,000,000","20,000,000",C 制造业,,深交所
2667,创业板,301255,通力科技,2022-12-27,"108,800,000","27,200,000",C 制造业,,深交所
2668,创业板,301256,华融化学,2022-03-22,"480,000,000","136,200,000",C 制造业,,深交所
2669,创业板,301257,普蕊斯,2022-05-17,"61,160,000","35,798,940",M 科研服务,,深交所
2670,创业板,301258,富士莱,2022-03-29,"91,670,000","33,025,000",C 制造业,,深交所
2671,创业板,301259,艾布鲁,2022-04-26,"156,000,000","74,441,250",N 公共环保,,深交所
2672,创业板,301260,格力博,2023-02-08,"486,161,968","121,540,000",C 制造业,,深交所
2673,创业板,301261,恒工精密,2023-07-10,"87,890,196","20,797,598",C 制造业,,深交所
2674,创业板,301262,海看股份,2023-06-20,"417,000,000","39,154,183",I 信息技术,,深交所
2675,创业板,301263,泰恩康,2022-03-29,"425,497,500","267,983,753",F 批发零售,,深交所
2676,创业板,301265,华新环保,2022-12-16,"302,973,182","75,750,000",C 制造业,,深交所
2677,创业板,301266,宇邦新材,2022-06-08,"104,000,000","37,500,000",C 制造业,,深交所
2678,创业板,301267,华厦眼科,2022-11-07,"840,000,000","89,998,500",Q 卫生,,深交所
2679,创业板,301268,铭利达,2022-04-07,"400,010,000","169,953,080",C 制造业,,深交所
2680,创业板,301269,华大九天,2022-07-29,"542,941,768","265,685,046",I 信息技术,,深交所
2681,创业板,301270,汉仪股份,2022-08-31,"100,000,000","74,061,625",I 信息技术,,深交所
2682,创业板,301272,英华特,2023-07-13,"58,515,700","13,875,140",C 制造业,,深交所
2683,创业板,301273,瑞晨环保,2022-10-25,"71,641,792","17,910,448",C 制造业,,深交所
2684,创业板,301276,嘉曼服饰,2022-09-09,"108,000,000","38,741,730",C 制造业,,深交所
2685,创业板,301277,新天地,2022-11-16,"200,040,000","50,040,000",C 制造业,,深交所
2686,创业板,301278,快可电子,2022-08-04,"83,200,000","33,728,500",C 制造业,,深交所
2687,创业板,301279,金道科技,2022-04-13,"100,000,000","28,750,000",C 制造业,,深交所
2688,创业板,301280,珠城科技,2022-12-26,"97,700,100","23,408,894",C 制造业,,深交所
2689,创业板,301281,科源制药,2023-04-04,"108,290,000","25,691,161",C 制造业,,深交所
2690,创业板,301282,金禄电子,2022-08-26,"151,139,968","72,139,968",C 制造业,,深交所
2691,创业板,301283,聚胶股份,2022-09-02,"80,000,000","42,336,849",C 制造业,,深交所
2692,创业板,301285,鸿日达,2022-09-28,"206,670,000","51,670,000",C 制造业,,深交所
2693,创业板,301286,侨源股份,2022-06-14,"400,100,000","39,725,000",C 制造业,,深交所
2694,创业板,301287,康力源,2023-06-14,"66,670,000","16,670,000",C 制造业,,深交所
2695,创业板,301288,清研环境,2022-04-22,"108,010,000","39,886,168",C 制造业,,深交所
2696,创业板,301289,国缆检测,2022-06-22,"78,000,000","25,349,901",M 科研服务,,深交所
2697,创业板,301290,东星医疗,2022-11-30,"100,173,334","23,956,290",C 制造业,,深交所
2698,创业板,301291,明阳电气,2023-06-30,"312,200,000","68,101,745",C 制造业,,深交所
2699,创业板,301292,海科新源,2023-07-07,"222,963,178","42,886,731",C 制造业,,深交所
2700,创业板,301293,三博脑科,2023-05-05,"158,451,529","34,732,342",Q 卫生,,深交所
2701,创业板,301295,美硕科技,2023-06-28,"72,000,000","17,070,572",C 制造业,,深交所
2702,创业板,301296,新巨丰,2022-09-02,"420,000,000","63,000,000",C 制造业,,深交所
2703,创业板,301297,富乐德,2022-12-30,"338,390,000","78,702,095",M 科研服务,,深交所
2704,创业板,301298,东利机械,2022-06-06,"146,800,000","81,853,569",C 制造业,,深交所
2705,创业板,301299,卓创资讯,2022-10-19,"60,000,000","15,000,000",I 信息技术,,深交所
